CDSEXE,DTNAIS,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,ADH
2,30/11/1941,843,0,M,2,,10,26
2,03/11/1954,2383,2,M,2,,10,25
4,22/06/1928,0,0,C,2,,10,24
3,14/12/1950,0,0,M,2,,10,24
2,01/01/1948,0,0,A,0,,10,24
3,21/06/1940,0,0,D,2,,10,24
3,24/03/1955,2400,0,D,2,,10,24
3,30/09/1915,0,0,A,0,,10,36
3,21/01/1932,2134,0,U,0,,10,37
3,21/08/1916,0,0,A,0,DC,10,35
2,23/07/1951,0,0,A,0,,10,35
4,31/05/1922,0,0,C,0,,21,35
4,22/05/1935,0,0,C,0,DC,10,32
2,28/03/1933,0,0,M,2,,10,32
3,06/03/1946,0,0,M,2,,10,31
2,23/09/1937,2863,3,E,2,,10,30
3,24/12/1935,1942,0,M,0,,10,30
3,05/08/1930,0,0,V,2,,10,28
2,11/02/1923,0,0,A,0,,10,27
2,15/03/1941,0,0,A,0,,10,27
3,15/02/1940,1635,0,M,2,,10,26
2,28/05/1959,2017,3,B,0,,10,25
2,19/08/1931,0,0,A,0,,10,40
3,20/04/1934,0,0,A,0,,10,40
3,08/11/1928,1429,0,D,2,,10,40
3,14/01/1941,1794,0,M,2,,10,36
4,13/07/1921,0,0,C,0,,10,35
2,15/06/1938,0,0,A,0,,10,34
3,05/11/1900,0,0,A,0,DC,10,34
3,24/07/1922,0,0,A,0,,10,34
2,01/07/1941,1737,0,U,2,,10,32
2,07/02/1950,3964,2,M,2,,10,32
2,10/06/1948,0,0,M,2,,10,31
2,03/02/1943,0,0,A,0,,10,31
2,04/05/1941,0,0,M,2,,10,31
3,06/11/1949,0,0,A,0,,10,29
2,15/09/1940,0,0,A,0,,10,29
2,19/03/1949,1751,1,C,2,,10,29
2,23/12/1932,3584,0,V,2,,10,29
2,19/09/1952,0,0,M,2,,10,28
3,15/11/1961,0,0,D,2,,10,28
2,05/05/1924,0,0,A,0,,10,27
4,05/10/1959,0,0,C,0,,10,27
2,03/04/1955,0,0,A,0,,10,26
3,05/04/1942,0,0,M,2,,10,26
2,20/01/1960,0,0,A,0,,10,26
2,22/06/1953,0,2,M,2,,10,26
3,05/06/1947,0,0,A,0,,10,24
3,11/09/1928,0,0,D,2,,10,24
4,21/05/1946,0,0,C,0,,10,24
2,23/07/1948,0,0,A,0,,10,24
2,10/02/1942,0,0,M,2,,10,32
2,05/04/1941,1898,0,E,6,,10,31
3,10/07/1946,0,0,M,6,,10,28
2,11/07/1938,2622,3,A,0,DC,10,28
3,16/03/1951,1620,0,B,2,,10,28
2,15/10/1914,0,0,A,0,DC,21,27
2,04/10/1950,0,0,M,2,,10,26
2,06/11/1948,2770,0,D,2,,10,26
3,17/05/1913,0,0,A,0,,10,26
3,12/09/1949,2038,2,M,2,,10,26
3,19/01/1947,1744,0,V,0,,10,26
3,06/08/1949,0,3,B,2,,10,25
3,09/07/1953,0,1,M,2,,10,24
2,01/09/1941,0,0,M,2,,10,24
2,10/02/1935,0,0,M,2,,10,42
2,14/06/1924,0,0,A,0,,10,36
3,28/12/1907,0,0,A,0,,10,39
3,23/02/1941,2200,0,M,6,,10,36
2,27/02/1934,0,0,M,2,,10,30
3,02/01/1949,2134,2,M,2,,10,30
3,08/10/1947,0,0,M,2,,10,30
2,21/05/1947,0,0,A,0,,10,30
2,15/12/1955,0,0,A,0,,10,29
3,14/03/1951,1300,0,M,2,,10,28
2,13/03/1947,3350,0,D,2,,10,27
3,20/08/1947,0,0,A,0,,10,27
2,06/04/1949,3310,1,M,2,,10,27
2,24/01/1931,0,0,M,2,,10,27
2,18/09/1950,0,0,A,0,,10,26
2,29/08/1955,0,0,A,0,,10,26
3,15/04/1949,0,0,D,2,,10,25
3,01/03/1952,1666,2,M,2,,10,25
2,02/09/1942,0,0,M,2,,10,25
2,04/09/1950,0,0,S,2,,10,25
2,06/04/1959,0,0,A,0,,10,24
3,23/05/1950,1400,2,M,2,,10,24
3,14/03/1958,0,0,A,0,,10,24
3,11/08/1949,4900,1,G,2,,10,32
2,23/01/1948,0,1,M,2,,10,31
2,06/06/1912,0,0,A,0,DC,10,31
2,31/05/1942,0,0,M,2,,10,31
3,25/02/1948,1495,0,M,2,,10,30
2,28/12/1953,0,0,M,2,,10,30
2,24/02/1926,0,0,A,0,,10,30
3,30/12/1949,0,0,A,0,,10,29
3,18/09/1950,0,0,A,0,,10,29
3,06/05/1948,3075,0,C,2,,10,29
3,12/08/1946,0,0,V,2,,10,28
2,01/06/1947,0,0,M,2,,10,28
3,02/07/1940,0,0,V,0,,10,28
2,04/02/1951,0,0,C,2,,10,28
2,20/12/1928,0,0,M,2,,10,27
3,01/05/1932,0,0,M,2,,10,27
4,08/01/1962,0,0,C,2,,10,26
2,04/06/1961,1847,2,M,2,,10,25
2,14/06/1955,0,2,M,2,,10,24
2,16/11/1944,0,0,M,2,,10,24
2,09/10/1933,0,0,A,0,,10,41
2,10/06/1946,0,0,A,0,,10,33
2,19/03/1936,3050,0,M,2,,10,26
3,29/08/1949,0,0,A,0,,21,26
2,02/06/1939,0,1,M,2,,10,25
3,10/05/1917,0,0,A,0,,10,45
2,09/04/1942,2362,0,M,2,,10,37
2,05/07/1946,1661,0,M,6,,10,33
2,29/01/1944,0,1,M,2,,10,32
2,07/12/1956,0,0,A,0,,10,31
3,03/07/1946,0,0,M,2,,10,31
3,29/11/1950,0,0,A,0,,10,30
2,29/05/1949,2300,1,C,2,,10,30
2,15/09/1939,2298,3,D,2,,10,30
2,21/07/1952,0,0,A,0,,10,30
2,03/06/1938,0,0,M,2,,10,30
3,15/09/1941,2548,0,E,2,,10,30
3,05/07/1926,0,0,V,2,,10,30
3,15/10/1940,2280,0,G,2,,10,29
2,28/04/1941,0,0,M,2,,10,29
3,29/02/1952,0,0,V,2,,10,29
3,11/12/1937,122,0,M,0,,10,28
2,12/10/1949,0,0,M,2,,10,28
2,23/03/1936,0,0,M,2,,10,28
3,11/11/1927,0,0,A,0,,10,28
3,16/03/1944,2286,0,M,2,,10,28
2,14/11/1939,0,0,M,2,,10,28
2,10/06/1950,2400,1,G,0,,10,28
2,10/11/1923,0,0,M,6,,10,27
2,30/09/1954,0,0,A,0,,10,27
2,10/03/1956,3300,1,E,0,,10,27
3,27/11/1955,0,0,A,0,,10,27
3,19/08/1952,0,0,M,2,,10,27
2,23/07/1945,2420,2,D,2,,10,27
2,20/01/1948,0,0,M,2,,10,27
2,20/07/1941,0,0,A,0,,10,27
2,11/01/1933,0,0,M,2,,10,27
2,26/08/1935,0,0,M,2,,10,27
2,01/05/1958,2760,1,G,2,,10,26
2,21/03/1953,2600,3,M,6,,10,26
2,18/09/1956,0,0,A,0,,10,26
3,06/04/1954,2250,1,V,0,,10,26
3,01/01/1959,0,0,A,0,,10,26
2,17/08/1959,0,3,M,2,,10,25
4,20/08/1949,1175,1,U,2,,10,24
2,04/12/1949,3467,1,B,2,,10,30
2,27/03/1911,0,0,A,0,DC,10,29
2,01/02/1949,0,0,M,2,,10,27
2,29/08/1933,0,0,M,2,,10,27
3,02/05/1949,1523,0,M,2,,10,27
2,21/11/1941,0,0,M,0,,10,27
3,24/08/1941,1100,0,M,2,,10,27
3,17/03/1948,2112,2,M,2,,10,26
2,08/12/1945,4718,2,M,2,,10,25
3,14/04/1916,0,0,A,0,DC,21,25
3,14/09/1959,1350,2,M,2,,10,25
2,11/06/1947,0,0,A,0,,10,33
2,30/08/1947,3695,2,M,0,,10,33
3,15/05/1948,2157,0,E,2,,10,33
3,04/02/1930,0,0,A,0,,21,32
3,16/12/1934,0,0,V,2,,10,32
2,01/01/1938,0,0,A,0,,10,32
3,09/06/1952,2391,1,M,2,,10,31
2,05/07/1939,0,0,A,0,,10,31
3,11/10/1942,0,0,A,0,,10,31
3,05/04/1950,2200,2,M,2,,10,31
3,01/12/1952,0,0,A,0,,10,30
2,06/12/1918,0,0,M,2,,10,30
3,17/04/1946,1900,0,M,2,,10,30
3,03/04/1948,0,0,A,0,,10,30
2,13/06/1946,0,0,A,0,,10,29
3,28/07/1941,0,2,M,0,,10,29
3,29/03/1935,0,0,M,2,,10,29
3,09/07/1953,0,0,A,0,,10,29
3,15/09/1947,0,0,A,0,,10,29
2,23/12/1926,0,0,A,0,,10,29
3,02/07/1943,2339,0,E,2,,10,29
2,02/03/1931,0,0,M,2,,10,29
3,25/10/1952,0,0,M,2,,10,29
2,10/09/1935,0,0,A,0,,10,29
3,30/08/1943,0,0,M,2,,10,29
2,14/03/1942,0,0,M,2,,10,29
3,13/03/1948,2008,0,M,2,,10,29
3,31/05/1934,0,0,A,0,,10,29
2,01/06/1936,3280,2,B,2,,10,28
3,01/03/1948,0,0,M,2,,10,28
2,11/07/1943,0,0,A,0,,10,28
2,27/12/1931,0,0,V,2,,10,28
3,30/09/1942,0,0,M,2,,10,28
3,21/07/1951,2226,1,M,2,,10,28
2,02/08/1936,2101,0,M,2,,10,28
2,20/06/1947,2861,1,M,2,,10,28
3,02/08/1952,0,0,D,2,,10,28
2,06/08/1944,0,0,M,2,,10,27
3,24/04/1950,3484,1,M,2,,10,27
2,30/12/1941,0,0,A,0,,10,27
3,05/08/1953,0,0,D,2,,10,27
3,04/05/1956,0,0,M,2,,10,27
2,06/02/1955,0,1,U,2,,10,27
3,28/09/1939,0,2,M,0,,10,27
2,03/07/1937,0,0,A,0,,10,27
3,28/04/1948,0,0,A,0,DC,21,27
3,23/07/1954,1770,3,M,2,,10,27
3,17/09/1942,0,1,V,2,,10,27
4,18/07/1958,0,0,C,0,,10,27
2,10/07/1943,0,0,M,2,,10,26
3,19/12/1947,2159,0,M,2,,10,26
2,02/09/1948,0,0,M,2,,10,26
2,03/01/1939,2672,0,E,0,,10,26
3,17/09/1942,0,0,M,2,,10,26
3,23/05/1953,0,0,M,2,,10,26
3,23/01/1958,2234,1,B,2,,10,26
2,09/11/1937,2190,0,M,2,,10,26
3,22/02/1946,0,0,A,0,,10,26
3,26/07/1948,2450,0,M,2,,10,26
2,26/03/1920,0,0,M,2,,10,26
3,23/02/1941,0,0,M,2,,10,26
2,13/02/1959,0,0,M,2,,10,26
2,07/03/1947,2770,1,M,2,,10,26
2,10/02/1954,3107,1,G,2,,10,26
4,26/01/1956,0,0,C,0,,10,26
3,29/03/1949,0,0,M,2,,10,26
2,25/05/1940,0,0,C,2,,10,26
2,12/05/1954,0,0,A,0,,10,26
4,01/09/1924,0,0,C,2,,10,25
3,03/02/1949,0,0,M,2,,10,25
3,04/05/1944,4573,0,M,2,,10,25
2,06/07/1953,0,1,S,2,,10,25
3,11/07/1950,0,0,A,0,,10,25
3,13/02/1937,0,0,M,2,,10,25
3,26/12/1940,0,2,M,2,,10,25
3,01/06/1955,1655,0,B,2,,10,24
3,24/05/1947,0,0,A,0,,10,24
3,30/08/1954,0,2,M,2,,10,24
3,10/02/1948,0,0,M,2,,10,24
2,25/10/1940,0,0,C,2,,10,24
3,23/12/1961,0,0,M,2,,10,24
3,26/02/1950,3133,2,M,2,,10,24
3,18/12/1955,0,1,M,2,,10,24
2,24/08/1931,0,0,M,2,,10,23
3,21/07/1938,1052,0,M,2,,10,23
3,14/03/1955,0,0,A,0,,10,23
3,30/05/1926,0,0,A,0,DC,10,32
2,07/06/1949,6500,1,M,2,,10,32
3,23/03/1951,2208,0,V,2,,10,32
3,08/05/1917,0,0,M,2,,10,32
4,16/08/1948,2400,0,C,2,,10,31
2,16/10/1947,0,0,A,0,,10,31
2,30/04/1918,0,0,A,0,DC,10,30
3,16/07/1947,0,0,A,0,,10,30
3,22/08/1947,0,0,A,0,,10,30
3,24/07/1949,0,0,M,2,,10,30
3,16/11/1928,0,0,M,2,,10,30
2,29/03/1925,0,0,A,0,,10,29
3,16/09/1939,2585,0,G,2,,10,29
3,06/01/1943,2906,0,D,2,,10,29
2,23/09/1929,0,0,M,2,,10,29
2,02/05/1940,0,0,A,0,,10,29
2,29/05/1932,0,0,A,0,,10,29
2,20/04/1953,0,0,M,2,,10,28
2,11/10/1922,0,0,M,2,,10,28
2,18/05/1921,0,0,A,0,DC,10,28
2,27/10/1950,0,0,A,0,,10,28
3,26/01/1943,0,0,M,2,,10,28
2,22/01/1949,3000,1,M,2,,10,28
3,17/07/1949,0,1,D,2,,10,27
3,18/07/1950,2800,0,D,2,,10,27
3,30/08/1936,1801,0,M,2,,10,27
2,07/06/1958,2835,3,A,0,,10,27
2,23/09/1935,0,0,A,0,,10,27
3,19/05/1949,2700,0,M,2,,10,27
3,12/05/1944,0,0,D,2,,10,27
3,09/09/1954,0,0,A,0,,10,27
3,11/12/1945,1825,1,M,2,,10,27
2,26/09/1941,7521,0,B,2,,10,27
3,28/10/1920,0,0,A,0,,10,27
2,22/11/1946,2455,0,U,2,,10,26
2,08/07/1946,2500,1,M,2,,10,26
2,20/10/1955,2000,2,U,2,,10,26
3,19/07/1956,0,0,M,2,,10,26
3,23/10/1952,0,0,A,0,,10,26
3,18/05/1955,2196,1,G,2,,10,26
3,17/05/1950,0,0,M,0,,10,26
2,07/09/1956,0,3,M,2,,10,26
3,19/12/1958,1410,0,G,2,,10,26
2,03/06/1952,0,0,B,2,,10,26
2,31/01/1963,0,2,M,2,,10,26
3,13/07/1954,0,0,A,0,,10,26
2,06/10/1929,0,0,M,2,,10,26
2,19/12/1953,0,0,D,2,,10,26
2,09/12/1956,0,0,M,0,,10,26
2,23/04/1962,0,0,A,0,,10,26
2,04/05/1947,0,0,M,2,,10,26
2,27/02/1962,0,0,A,0,,10,25
2,17/07/1952,0,0,A,0,,10,25
2,21/01/1943,0,0,U,2,,10,24
2,30/09/1957,0,1,S,2,,10,24
2,03/02/1959,0,0,A,0,,10,24
2,11/12/1942,0,0,A,0,,10,24
2,29/01/1958,2730,1,M,2,,10,24
3,24/07/1946,529,0,M,2,,10,24
3,03/02/1945,0,0,A,0,,10,24
3,07/09/1946,0,1,M,2,,10,24
2,23/09/1948,0,2,M,2,,10,24
2,28/06/1948,0,0,A,0,,10,32
3,16/06/1943,0,0,V,2,,10,32
3,21/05/1949,0,0,M,2,,10,32
2,05/08/1922,0,0,A,0,,10,32
2,21/03/1928,0,0,A,0,,10,32
2,05/07/1953,3361,0,C,2,,10,32
3,22/05/1941,2450,0,V,2,,10,31
3,05/03/1915,0,0,M,2,,10,31
3,18/10/1948,1800,1,M,2,,10,31
2,23/06/1951,0,2,M,2,,10,30
3,16/11/1950,0,1,M,2,,10,30
3,05/09/1948,2460,1,M,2,,10,30
3,21/12/1946,0,0,A,0,,10,29
3,08/10/1931,0,0,A,0,,10,29
2,31/08/1956,0,0,A,0,,10,29
3,04/03/1947,2880,0,B,2,,10,29
2,01/06/1936,0,0,M,2,,10,29
3,02/03/1949,0,0,A,0,DC,21,28
3,27/09/1940,0,0,D,2,,10,28
3,17/04/1953,0,0,A,0,,10,28
3,10/10/1957,0,0,A,0,,10,28
3,21/09/1929,0,0,A,0,,10,28
3,30/09/1938,0,0,A,0,,10,28
3,02/08/1951,2767,0,G,0,,10,28
2,28/08/1950,0,0,M,2,,10,28
2,13/07/1932,0,0,M,2,,10,27
3,22/08/1945,0,0,M,2,,10,27
3,13/08/1951,0,1,M,2,,10,27
2,28/04/1926,0,0,M,2,,10,27
3,18/03/1948,2242,0,D,2,,10,27
2,11/12/1945,0,1,D,0,,10,27
3,02/03/1930,0,0,M,2,,10,27
3,17/01/1942,0,0,M,2,,10,27
3,27/10/1954,1067,2,M,2,,10,26
2,12/08/1957,1600,3,M,2,,10,26
2,30/07/1956,0,1,U,0,,10,26
2,30/05/1940,0,0,U,2,,10,26
3,02/10/1957,0,0,A,0,,10,26
3,17/08/1938,0,0,A,0,,10,26
3,14/11/1949,2400,1,M,2,,10,26
3,11/07/1954,0,2,M,2,,10,26
3,16/07/1945,0,0,M,0,,10,26
2,06/03/1946,2377,0,D,2,,10,25
3,19/08/1946,0,0,M,2,,10,25
3,29/07/1961,2003,2,M,2,,10,25
2,15/06/1937,3076,0,M,2,,10,25
2,21/02/1955,0,0,A,0,,10,25
2,26/05/1954,0,0,A,0,,10,25
4,24/04/1954,0,0,C,0,,10,25
3,30/08/1960,0,2,M,2,,10,24
2,12/04/1947,0,1,M,0,,21,24
2,01/11/1960,1814,3,U,2,,10,24
3,14/06/1954,2038,2,M,2,,10,24
2,05/10/1958,0,0,A,0,,10,24
2,28/12/1951,0,0,A,0,,10,24
2,12/09/1930,1500,0,M,2,,10,24
4,27/05/1949,0,0,C,2,,10,24
3,03/06/1947,3238,2,B,0,,10,24
3,23/07/1938,2085,0,D,2,,10,24
2,25/11/1954,4929,1,M,2,,10,24
2,02/08/1961,0,0,M,2,,10,24
2,17/02/1960,0,0,A,0,,10,24
2,16/04/1957,0,0,C,0,,10,24
3,08/09/1958,0,2,C,2,,10,24
2,06/07/1931,0,0,A,0,,10,31
2,11/06/1954,2072,1,G,2,,10,31
2,21/02/1919,0,0,M,2,,10,30
2,27/12/1954,3346,2,M,2,,10,30
3,01/01/1936,2629,2,M,2,,10,30
2,07/04/1940,0,0,A,2,,10,30
3,07/09/1917,0,0,A,0,,10,30
3,04/07/1949,0,0,D,2,,10,30
4,24/09/1959,2001,1,U,2,,10,29
3,18/09/1943,2019,0,D,2,,10,29
3,01/03/1946,0,0,A,0,,10,29
2,19/10/1947,1710,1,G,2,,10,28
2,19/04/1927,0,0,M,2,,10,28
2,04/08/1952,0,0,D,2,,10,28
2,04/06/1917,0,0,M,2,,10,28
3,24/05/1932,0,0,A,0,,10,28
3,11/11/1949,1850,1,M,2,,10,28
3,30/11/1924,0,0,A,0,,10,28
2,09/10/1948,3301,0,M,2,,10,28
3,29/06/1958,0,1,D,2,,10,28
3,31/10/1945,2059,0,B,0,,10,28
3,04/02/1937,0,0,A,0,,10,27
2,06/11/1956,0,0,A,0,,10,27
2,22/08/1952,3349,3,B,2,,10,27
3,09/01/1959,0,0,C,2,,10,27
2,31/07/1931,0,0,M,2,,10,27
2,12/01/1954,0,0,M,2,,10,27
3,30/07/1953,0,2,M,2,,10,27
4,06/03/1952,0,0,C,2,,10,27
3,17/04/1956,0,0,A,0,,10,27
2,24/12/1948,2224,0,M,2,,10,27
3,26/10/1950,2116,1,M,2,,10,27
3,19/03/1952,0,0,M,2,,10,27
4,17/01/1958,2130,1,C,2,,10,27
3,05/11/1955,2149,3,M,2,,10,27
2,21/04/1955,4343,3,M,2,,10,27
2,09/04/1928,0,0,V,2,,10,27
3,30/09/1952,1768,0,G,2,,10,27
3,09/06/1961,1713,2,U,2,,10,27
2,23/04/1948,0,0,M,2,,10,26
3,14/08/1950,0,1,D,2,,10,26
2,21/05/1937,3692,0,M,2,,10,26
2,17/08/1946,4725,1,S,2,,10,26
2,18/08/1935,0,0,A,0,,10,26
1,0000-00-00,0,0,A,0,,50,26
2,29/08/1952,2100,0,D,2,,10,26
3,23/07/1956,1401,1,M,2,,10,26
2,04/10/1934,0,0,M,2,,10,26
2,29/01/1954,0,3,M,2,,10,26
2,22/01/1952,4572,1,M,2,,10,26
2,10/03/1954,0,0,A,0,,10,26
2,05/05/1962,0,0,C,2,,10,25
3,24/03/1921,0,0,A,0,DC,10,25
2,20/04/1948,3634,1,M,2,,10,25
2,22/10/1960,1500,0,C,2,,10,25
3,02/06/1953,2095,1,E,2,,10,25
2,24/05/1956,0,0,M,2,,10,25
2,10/07/1949,6777,2,G,2,,10,25
3,04/09/1959,1445,1,U,0,DC,21,25
2,18/03/1961,0,1,U,2,,10,25
3,22/11/1945,0,0,M,2,,10,24
3,09/07/1946,0,0,A,0,,10,24
3,03/03/1947,0,1,M,2,,10,24
2,07/01/1948,0,0,A,0,,10,24
3,03/06/1930,3766,0,B,2,,10,24
2,14/11/1955,0,0,A,0,,10,24
2,22/11/1934,5433,1,B,2,,10,24
3,18/03/1940,0,0,M,2,,10,24
3,18/07/1943,1501,2,M,2,,10,24
3,02/06/1935,2666,0,V,2,,10,24
2,01/09/1944,0,0,S,2,,10,24
2,18/03/1958,2322,1,G,2,,10,24
3,19/01/1931,0,0,V,0,,10,24
2,04/05/1948,0,0,S,2,,10,33
3,28/09/1948,0,0,A,0,,10,31
2,07/04/1949,0,0,A,0,,10,31
2,22/08/1942,2590,3,S,2,,10,31
3,04/09/1926,0,0,D,2,,10,30
4,22/03/1927,0,0,C,0,,10,29
3,23/05/1942,0,0,A,0,,10,29
3,02/01/1941,0,0,A,0,,10,29
3,03/12/1950,0,0,A,0,,10,29
3,08/04/1949,2736,0,M,0,,10,29
2,26/08/1955,0,0,A,0,DC,10,29
3,25/09/1953,2135,0,B,2,,10,28
3,11/03/1938,0,0,M,2,,10,28
3,06/08/1948,2713,2,G,2,,10,28
2,17/11/1936,0,0,M,2,,10,28
2,10/11/1940,0,0,A,0,,10,28
3,09/09/1953,0,0,A,0,,10,28
2,22/07/1951,0,0,C,2,,10,28
2,01/07/1942,2256,0,S,2,,10,28
2,21/03/1908,0,0,A,0,,10,27
3,30/08/1918,0,0,A,0,DC,21,27
3,04/04/1949,0,0,M,2,,10,27
2,09/04/1952,2515,0,U,2,,10,27
4,25/06/1937,1731,0,C,0,,10,27
3,07/11/1951,0,1,D,2,,10,27
3,05/05/1935,0,0,M,2,,10,27
2,28/12/1956,0,3,M,2,,10,27
3,27/02/1944,0,0,M,2,,10,27
4,05/06/1952,0,0,C,0,,10,27
3,13/10/1943,0,0,A,0,DC,10,26
3,27/02/1941,2515,0,M,2,,10,26
2,01/04/1948,0,0,A,0,,10,26
3,26/02/1942,6412,0,M,2,,10,26
2,07/04/1954,0,0,A,0,,10,26
2,09/09/1949,0,0,M,2,,10,26
3,12/06/1949,2000,1,V,2,,10,26
3,19/09/1949,1356,2,M,2,,10,26
2,15/12/1936,0,0,A,0,,10,26
3,05/06/1946,1,0,M,2,,10,26
2,23/05/1957,0,2,M,2,,10,26
4,24/07/1959,0,0,C,0,,10,26
3,14/03/1954,0,0,M,2,,10,25
3,22/03/1957,0,0,A,0,,10,25
3,01/05/1943,2239,1,D,0,,10,25
3,02/10/1954,0,0,M,2,,10,25
2,17/10/1953,0,0,M,2,,10,25
2,19/07/1958,2144,1,C,2,,10,25
2,24/08/1959,0,0,M,2,,10,25
2,02/09/1955,3345,1,D,2,,10,24
4,13/02/1961,0,0,C,2,,10,24
3,24/12/1945,2400,0,M,2,,10,24
2,02/10/1960,3200,3,U,2,,10,24
3,03/04/1939,0,0,M,2,,10,40
2,21/09/1935,2416,0,E,2,,10,17
3,13/11/1911,0,0,A,0,,21,39
3,14/12/1931,0,0,A,0,,10,36
3,16/07/1942,0,0,M,2,,10,20
3,05/06/1926,0,0,D,2,,10,35
3,26/02/1918,0,0,A,0,DC,10,35
2,16/05/1941,3038,0,B,2,,10,35
3,22/07/1936,2439,0,C,0,,10,32
3,18/10/1937,2134,0,M,2,,10,31
2,23/06/1938,0,1,M,0,,10,31
2,13/04/1940,0,0,M,2,,10,31
3,10/09/1941,0,0,A,0,,10,31
2,06/03/1943,1706,0,M,2,,10,31
2,30/05/1937,0,0,A,0,DC,10,30
3,20/11/1940,3660,0,M,2,,10,30
2,05/09/1941,0,0,M,2,,10,30
2,20/06/1949,3437,1,M,2,,10,30
2,23/03/1940,2503,0,M,0,,10,30
3,05/10/1925,0,0,M,2,,10,29
2,03/04/1938,3330,0,M,2,,10,29
2,07/08/1946,3018,3,M,2,,10,28
3,03/07/1948,2798,0,U,2,,10,28
3,18/03/1951,2500,2,M,2,,10,27
2,08/02/1953,0,0,M,2,,10,27
3,01/02/1949,0,0,A,0,,10,27
3,08/09/1951,2374,0,C,2,,10,26
2,10/09/1952,0,0,M,2,,10,26
2,12/02/1948,0,0,M,2,,10,26
2,08/06/1950,0,0,A,0,,10,26
3,21/12/1959,2530,3,D,2,,10,26
2,18/07/1956,0,0,A,0,,21,25
2,17/05/1941,0,0,M,0,,10,24
2,15/09/1942,0,0,M,0,DC,10,30
2,29/03/1947,0,0,D,2,,10,30
3,09/03/1950,2393,2,D,2,,10,30
3,25/03/1935,0,0,D,2,,10,30
3,09/03/1957,0,0,D,2,,10,30
2,02/03/1939,2000,0,D,2,,10,30
2,25/10/1951,0,0,A,2,,10,29
3,23/03/1920,0,0,A,0,,10,29
2,12/07/1943,0,1,B,2,,10,29
3,06/05/1942,0,0,A,0,,10,29
2,19/12/1945,0,0,A,0,,10,29
2,16/02/1948,0,0,A,0,,10,29
3,21/08/1947,0,0,A,0,,10,29
2,14/01/1947,0,0,M,2,,10,29
2,16/05/1953,0,0,M,2,,10,29
3,19/04/1940,2440,0,V,2,,10,29
3,12/09/1940,0,0,M,0,,10,29
2,22/06/1946,0,0,D,2,,10,29
2,17/11/1937,0,0,M,2,,10,29
4,29/08/1941,3798,0,C,2,,10,29
3,02/03/1953,0,1,M,2,,10,29
3,05/08/1946,0,0,M,2,,10,28
3,01/04/1935,0,0,A,0,,10,28
2,22/02/1948,0,0,A,0,,10,28
2,24/08/1943,0,0,A,0,,10,28
2,23/11/1939,0,0,M,2,,10,28
3,29/06/1934,0,0,A,0,,10,28
2,29/07/1946,0,0,M,2,,10,28
3,18/01/1951,0,0,B,0,,10,28
3,18/10/1945,0,0,S,2,,10,28
3,26/05/1945,0,0,M,2,,10,28
3,02/03/1947,0,0,D,2,,10,28
4,02/01/1942,0,0,C,2,,10,28
2,01/07/1930,0,0,M,2,,10,28
3,30/12/1932,0,0,M,2,,10,28
3,09/05/1960,0,2,M,2,,10,28
2,21/11/1959,0,3,M,2,,10,27
2,27/02/1941,0,0,A,0,,10,27
3,16/01/1947,0,0,A,0,,10,27
3,28/12/1924,0,0,D,2,,10,27
3,22/01/1950,3930,0,G,0,,10,27
2,23/02/1940,0,0,M,2,,10,27
2,14/05/1938,3202,0,M,0,,10,27
2,21/01/1945,0,0,A,0,,10,27
2,16/01/1927,0,0,A,0,DC,21,27
3,25/08/1942,0,0,M,2,,10,27
3,30/01/1942,0,0,A,0,,10,27
2,08/09/1940,1320,0,M,2,,10,27
3,18/06/1947,3000,0,B,2,,10,27
3,21/11/1941,0,0,A,0,,10,27
3,06/04/1923,0,0,A,0,,10,26
4,06/06/1952,0,0,C,0,,10,26
2,02/03/1949,0,0,M,2,,10,26
2,03/12/1925,0,0,A,0,,10,26
3,01/01/1942,0,0,A,0,,10,26
2,01/09/1944,0,0,A,0,,10,26
3,27/04/1947,0,0,M,6,,10,26
2,23/11/1948,2524,3,M,2,,10,26
2,11/01/1951,0,0,A,0,,10,25
3,20/08/1947,0,0,D,2,,10,25
3,27/04/1944,2064,0,M,2,,10,25
2,13/07/1948,0,0,A,0,,10,25
3,09/10/1951,1766,1,D,2,,10,25
2,01/11/1944,0,0,A,0,,10,25
3,01/08/1939,0,0,M,2,,10,25
3,08/10/1938,0,0,M,0,,10,25
3,21/11/1937,2730,0,G,0,,10,25
2,26/01/1957,0,0,A,0,,21,25
3,19/02/1959,0,1,M,2,,10,25
2,20/07/1958,0,0,A,0,,10,25
3,13/02/1946,0,0,A,0,,10,25
2,26/09/1944,0,0,M,2,,10,25
3,06/09/1942,0,0,D,2,,10,25
4,15/09/1928,0,0,C,0,,10,25
3,02/09/1940,0,0,D,2,,10,24
2,17/02/1947,0,0,D,0,,10,24
3,04/05/1952,6000,2,M,0,,10,24
3,30/10/1949,0,0,D,2,,10,24
3,10/06/1951,2035,1,M,2,,10,24
3,09/10/1954,2233,2,M,2,,10,24
2,05/10/1959,2860,0,B,2,,10,24
2,10/08/1959,1866,3,M,2,,10,24
3,16/04/1944,0,1,B,2,,10,25
3,27/11/1961,0,0,A,0,,10,24
4,15/03/1950,1457,1,C,0,,10,24
3,06/11/1945,0,0,M,2,,10,24
2,16/03/1941,0,0,A,0,,10,24
2,21/12/1951,2509,1,D,2,,10,24
